Timestamp, 2021-12-28 7:16:01 AM
Collector, High2
Mass ID, 208Pb
Initial Mass, 206.0080
Peak Centre Mass,206.0072
Method, PeakScanning
PDT, 0.0010
Baseline, -0.000186
DetThreshold, 0.000451
DeltaMass, 0.618024
IntegPeriod, ms100

Mass, Intensity
205.38997, 0.00030980
205.40356, 0.00029956
205.41716, 0.00016461
205.43076, 0.00033520
205.44435, 0.00067481
205.45795, 0.00008182
205.47155, 0.00020274
205.48514, 0.00004692
205.49874, 0.00016690
205.51234, 0.00046366
205.52593, -0.00016765
205.53953, 0.00011159
205.55313, -0.00002735
205.56672, -0.00048078
205.58032, 0.00027798
205.59392, 0.00018283
205.60751, 0.00026458
205.62111, 0.00004309
205.63471, 0.00013904
205.64830, 0.00001331
205.66190, 0.00043126
205.67549, 0.00042942
205.68909, 0.00056214
205.70269, 0.00027956
205.71628, 0.00041484
205.72988, 0.00044267
205.74348, 0.00056196
205.75707, 0.00754582
205.77067, 0.07025888
205.78427, 0.29756847
205.79786, 0.80675838
205.81146, 1.84624629
205.82506, 6.36787525
205.83865, 11.12183641
205.85225, 15.98086742
205.86585, 19.54063184
205.87944, 22.62600761
205.89304, 24.33253887
205.90664, 24.91023690
205.92023, 24.98663857
205.93383, 24.99573932
205.94743, 24.99590626
205.96102, 24.98930281
205.97462, 24.98338656
205.98821, 24.99088634
206.00181, 24.99084265
206.01541, 24.98614346
206.02900, 24.97945404
206.04260, 24.98015674
206.05620, 24.97146489
206.06979, 24.98448915
206.08339, 24.96592817
206.09699, 24.89830537
206.11058, 24.69997912
206.12418, 24.15692158
206.13778, 23.18342399
206.15137, 19.02234593
206.16497, 13.84973104
206.17857, 9.10843134
206.19216, 5.49145409
206.20576, 2.59853146
206.21936, 0.69597140
206.23295, 0.06963362
206.24655, 0.00644761
206.26015, 0.00069218
206.27374, 0.00009388
206.28734, 0.00017588
206.30093, -0.00028576
206.31453, -0.00019784
206.32813, 0.00094940
206.34172, -0.00012511
206.35532, -0.00018830
206.36892, -0.00040875
206.38251, 0.00041045
206.39611, -0.00003893
206.40971, 0.00009064
206.42330, 0.00036528
206.43690, 0.00012205
206.45050, 0.00040491
206.46409, 0.00053783
206.47769, -0.00028126
206.49129, -0.00002987
206.50488, -0.00069495
206.51848, -0.00007453
206.53208, 0.00043595
206.54567, 0.00001755
206.55927, 0.00027473
206.57287, -0.00072500
206.58646, 0.00004461
206.60006, -0.00016153
206.61366, 0.00033395
206.62602, 0.00044495
