#HEADER
Analysis
Version,2.0.11,1.04
Filename,PbTwoIsotopeTwoSequence_100kcps_TV.TXT
MethodName,Pb TwoIsotopeTwoSeq 206-8 Ax-PM-H1.TIMSAM
MethodPath,/TIMSLAB/SyntheticData/Methods
IsoWorksMethod,This is synthetic data from the TIMSLAB repository
FolderPath,/TIMSLAB/SyntheticData/syndata
Corrected,Yes
BChannels,No
TimeZero,12 April 2023 21:00:51.238

#COLLECTORS
Name,Type,Resistor,Gain,Efficiency,DT
PM,PM,1e+11,1.000000000,1.000000000,30.2000
RS,EM,1e+11,1.000000000,1.000000000,0.0000
L5,F,1e+12,1.000000000,1.000000000,0.0000
L4,F,1e+12,1.000000000,1.000000000,0.0000
L3,F,1e+12,1.000000000,1.000000000,0.0000
L2,F,1e+12,1.000000000,1.000000000,0.0000
Ax,F,1e+12,1.000000000,1.000000000,0.0000
H1,F,1e+12,1.000000000,1.000000000,0.0000
H2,F,1e+12,1.000000000,1.000000000,0.0000
H3,F,1e+12,1.000000000,1.000000000,0.0000
H4,F,1e+12,1.000000000,1.000000000,0.0000

#BASELINES
ID,Block,Cycle,Integ,PeakID,AxMass,Time,PM,RS,L5,L4,L3,L2,Ax,H1,H2,H3,H4
BL1, 1, 0, 1, BL1, 204.5000, 152.0000000, 2.000000000000e-02, 0.000000000000e+00, -1.000000000000e-02, -2.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02, -3.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02
BL1, 1, 0, 2, BL1, 204.5000, 152.1000000, 2.000000000000e-02, 0.000000000000e+00, -1.000000000000e-02, -2.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02, -3.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02
BL1, 1, 0, 3, BL1, 204.5000, 152.2000000, 2.000000000000e-02, 0.000000000000e+00, -1.000000000000e-02, -2.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02, -3.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02
BL1, 1, 0, 4, BL1, 204.5000, 152.3000000, 2.000000000000e-02, 0.000000000000e+00, -1.000000000000e-02, -2.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02, -3.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02
BL1, 1, 0, 5, BL1, 204.5000, 152.4000000, 2.000000000000e-02, 0.000000000000e+00, -1.000000000000e-02, -2.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02, -3.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02
BL1, 1, 0, 6, BL1, 204.5000, 152.5000000, 2.000000000000e-02, 0.000000000000e+00, -1.000000000000e-02, -2.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02, -3.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02
BL1, 1, 0, 7, BL1, 204.5000, 152.6000000, 2.000000000000e-02, 0.000000000000e+00, -1.000000000000e-02, -2.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02, -3.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02
BL1, 1, 0, 8, BL1, 204.5000, 152.7000000, 2.000000000000e-02, 0.000000000000e+00, -1.000000000000e-02, -2.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02, -3.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02
BL1, 1, 0, 9, BL1, 204.5000, 152.8000000, 2.000000000000e-02, 0.000000000000e+00, -1.000000000000e-02, -2.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02, -3.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02
BL1, 1, 0, 10, BL1, 204.5000, 152.9000000, 2.000000000000e-02, 0.000000000000e+00, -1.000000000000e-02, -2.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02, -3.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02
BL1, 1, 0, 11, BL1, 204.5000, 153.0000000, 2.000000000000e-02, 0.000000000000e+00, -1.000000000000e-02, -2.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02, -3.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02, -1.000000000000e-02, -2.000000000000e-02
